x_name,x_type,y_name,y_type,relation
fluorouracil,drug,invasive ductal carcinoma,disease,treated_by
fluorouracil,drug,head and neck cancer,disease,treated_by
fluorouracil,drug,rectum cancer,disease,treated_by
fluorouracil,drug,keratosis,disease,treated_by
fluorouracil,drug,head and neck squamous cell carcinoma,disease,treated_by
fluorouracil,drug,gastrointestinal carcinoma,disease,treated_by
fluorouracil,drug,rectum adenocarcinoma,disease,treated_by
fluorouracil,drug,colon cancer,disease,treated_by
fluorouracil,drug,colon adenocarcinoma,disease,treated_by
fluorouracil,drug,colonic benign neoplasm,disease,treated_by
fluorouracil,drug,gastric adenocarcinoma,disease,treated_by
fluorouracil,drug,pancreatic adenocarcinoma,disease,treated_by
fluorouracil,drug,anal carcinoma,disease,treated_by
fluorouracil,drug,anal squamous cell carcinoma,disease,treated_by
fluorouracil,drug,tongue squamous cell carcinoma,disease,treated_by
5-htp,drug,major depressive disorder,disease,treated_by
mitoxantrone,drug,multiple sclerosis,disease,treated_by
mitoxantrone,drug,pain,disease,treated_by
mitoxantrone,drug,breast cancer,disease,treated_by
mitoxantrone,drug,prostate cancer,disease,treated_by
mitoxantrone,drug,lymphoma,disease,treated_by
mitoxantrone,drug,acute myeloid leukemia,disease,treated_by
mitoxantrone,drug,spindle cell sarcoma,disease,treated_by
valproic acid,drug,bipolar disorder,disease,treated_by
valproic acid,drug,childhood absence epilepsy,disease,treated_by
valproic acid,drug,complex partial seizure,disease,treated_by
valproic acid,drug,early-onset alzheimer's disease,disease,treated_by
desmopressin,drug,bleeding,disease,treated_by
desmopressin,drug,diabetes insipidus,disease,treated_by
desmopressin,drug,nocturnal enuresis,disease,treated_by
desmopressin,drug,thrombocytopenia,disease,treated_by
desmopressin,drug,hemorrhagic disease,disease,treated_by
desmopressin,drug,von willebrand's disease,disease,treated_by
desmopressin,drug,wolfram syndrome,disease,treated_by
desmopressin,drug,nocturia,disease,treated_by
desmopressin,drug,hyposthenuria,disease,treated_by
desmopressin,drug,hemophilia a,disease,treated_by
desmopressin,drug,enuresis,disease,treated_by
desmopressin,drug,central diabetes insipidus,disease,treated_by
desmopressin,drug,uremia,disease,treated_by
desmopressin,drug,acquired central diabetes insipidus,disease,treated_by
desmopressin,drug,gestational diabetes insipidus,disease,treated_by
desmopressin,drug,hereditary central diabetes insipidus,disease,treated_by
(rs)-aminoglutethimide,drug,breast cancer,disease,treated_by
(rs)-aminoglutethimide,drug,prostate cancer,disease,treated_by
(rs)-aminoglutethimide,drug,cushing's syndrome,disease,treated_by
ursodiol,drug,primary biliary cholangitis,disease,treated_by
ursodiol,drug,gallstone disease,disease,treated_by
flubendazole,drug,anisakiasis,disease,treated_by
(rs)-ketamine,drug,major depressive disorder,disease,treated_by
selective serotonin reuptake inhibitor,drug,major depressive disorder,disease,treated_by
selective serotonin reuptake inhibitor,drug,schizoid personality disorder,disease,treated_by
edaravone,drug,amyotrophic lateral sclerosis,disease,treated_by
tafsir,drug,khusran,disease,treated_by
l-scopolamine,drug,dysentery,disease,treated_by
l-scopolamine,drug,iridocyclitis,disease,treated_by
l-scopolamine,drug,motion sickness,disease,treated_by
l-scopolamine,drug,diverticulitis,disease,treated_by
l-scopolamine,drug,vasomotor rhinitis,disease,treated_by
l-scopolamine,drug,postencephalitic parkinson disease,disease,treated_by
l-scopolamine,drug,facial paralysis,disease,treated_by
l-scopolamine,drug,colonic disease,disease,treated_by
acarbose,drug,maturity-onset diabetes of the young type 2,disease,treated_by
immunoglobulin therapy,drug,kawasaki disease,disease,treated_by
immunoglobulin therapy,drug,tick-borne encephalitis,disease,treated_by
sodium thiosulfate,drug,cyanide poisoning,disease,treated_by
sodium thiosulfate,drug,cyanogen chloride exposure,disease,treated_by
sodium thiosulfate,drug,hydrogen cyanide exposure,disease,treated_by
sodium thiosulfate,drug,potassium cyanide exposure,disease,treated_by
sodium thiosulfate,drug,sodium cyanide exposure,disease,treated_by
sodium nitrite,drug,cyanogen chloride exposure,disease,treated_by
sodium nitrite,drug,hydrogen cyanide exposure,disease,treated_by
sodium nitrite,drug,potassium cyanide exposure,disease,treated_by
sodium nitrite,drug,sodium cyanide exposure,disease,treated_by
acitretin,drug,acropustulosis,disease,treated_by
acrivastine,drug,allergy,disease,treated_by
acrivastine,drug,urticaria,disease,treated_by
balsalazide,drug,ulcerative colitis,disease,treated_by
valdecoxib,drug,osteoarthritis,disease,treated_by
valdecoxib,drug,pain,disease,treated_by
valdecoxib,drug,rheumatoid arthritis,disease,treated_by
olsalazine,drug,ulcerative colitis,disease,treated_by
adalimumab,drug,ulcerative colitis,disease,treated_by
adalimumab,drug,ankylosing spondylitis,disease,treated_by
adalimumab,drug,arthritis,disease,treated_by
adalimumab,drug,rheumatoid arthritis,disease,treated_by
adalimumab,drug,uveitis,disease,treated_by
adalimumab,drug,granuloma annulare,disease,treated_by
adalimumab,drug,arthropathy,disease,treated_by
adalimumab,drug,pityriasis rubra pilaris,disease,treated_by
adalimumab,drug,irritable bowel syndrome,disease,treated_by
adalimumab,drug,behçet's disease,disease,treated_by
adalimumab,drug,polyarthritis,disease,treated_by
adalimumab,drug,reactive arthritis,disease,treated_by
adalimumab,drug,pyoderma gangrenosum,disease,treated_by
adalimumab,drug,spondylitis,disease,treated_by
adalimumab,drug,iritis,disease,treated_by
adalimumab,drug,colitis,disease,treated_by
adalimumab,drug,guttate psoriasis,disease,treated_by
adalimumab,drug,osteoarthritis susceptibility 1,disease,treated_by
busulfan,drug,acute myeloid leukemia,disease,treated_by
busulfan,drug,chronic myeloid leukemia,disease,treated_by
busulfan,drug,polycythemia vera,disease,treated_by
busulfan,drug,myelofibrosis,disease,treated_by
busulfan,drug,b-cell lymphoma,disease,treated_by
adapalene,drug,acne,disease,treated_by
adefovir,drug,hepatitis b,disease,treated_by
adefovir,drug,liver cirrhosis,disease,treated_by
adefovir,drug,chronic hepatitis b,disease,treated_by
adenoidectomy,drug,airway obstruction,disease,treated_by
curiosity,drug,goddag-goddagsjukan,disease,treated_by
cyclosporine,drug,systemic lupus erythematosus,disease,treated_by
cyclosporine,drug,myasthenia gravis,disease,treated_by
cyclosporine,drug,rheumatoid arthritis,disease,treated_by
cyclosporine,drug,nephrotic syndrome,disease,treated_by
cyclosporine,drug,bronchiolitis obliterans,disease,treated_by
cyclosporine,drug,behçet's disease,disease,treated_by
cyclosporine,drug,myelodysplastic syndrome,disease,treated_by
cyclosporine,drug,interstitial lung disease,disease,treated_by
cyclosporine,drug,adult-onset still's disease,disease,treated_by
cyclosporine,drug,graft-versus-host disease,disease,treated_by
cyclosporine,drug,focal segmental glomerulosclerosis,disease,treated_by
cyclosporine,drug,hemophagocytic lymphohistiocytosis,disease,treated_by
cyclosporine,drug,membranous glomerulonephritis,disease,treated_by
cyclosporine,drug,erythroblastopenia,disease,treated_by
cyclosporine,drug,acropustulosis,disease,treated_by
cyclosporine,drug,autoimmune disease,disease,treated_by
tolperisone,drug,tick-borne encephalitis,disease,treated_by
delavirdine,drug,hiv/aids,disease,treated_by
delavirdine,drug,hiv infection,disease,treated_by
dalfampridine,drug,multiple sclerosis,disease,treated_by
dalfampridine,drug,zenker's paralysis,disease,treated_by
dalfampridine,drug,primary progressive multiple sclerosis,disease,treated_by
dalfampridine,drug,relapsing-remitting multiple sclerosis,disease,treated_by
dalfampridine,drug,secondary progressive multiple sclerosis,disease,treated_by
sulfisoxazole,drug,chlamydia infection,disease,treated_by
sulfisoxazole,drug,urinary tract infection,disease,treated_by
sulfisoxazole,drug,otitis media,disease,treated_by
sulfisoxazole,drug,nocardiosis,disease,treated_by
thiethylperazine,drug,vomiting,disease,treated_by
thiethylperazine,drug,central nervous system origin vertigo,disease,treated_by
n-acetyl-l-cysteine,drug,pneumonia,disease,treated_by
n-acetyl-l-cysteine,drug,bronchiectasis,disease,treated_by
n-acetyl-l-cysteine,drug,cystic fibrosis,disease,treated_by
n-acetyl-l-cysteine,drug,pulmonary emphysema,disease,treated_by
n-acetyl-l-cysteine,drug,amyloidosis,disease,treated_by
n-acetyl-l-cysteine,drug,contrast-induced nephropathy,disease,treated_by
n-acetyl-l-cysteine,drug,acute bronchitis,disease,treated_by
n-acetyl-l-cysteine,drug,lung disease,disease,treated_by
n-acetyl-l-cysteine,drug,respiratory distress,disease,treated_by
dihydrocodeine,drug,cough,disease,treated_by
dihydrocodeine,drug,pain,disease,treated_by
propylthiouracil,drug,hyperthyroidism,disease,treated_by
propylthiouracil,drug,goiter,disease,treated_by
propylthiouracil,drug,thyroid crisis,disease,treated_by
gemfibrozil,drug,arteriosclerosis,disease,treated_by
gemfibrozil,drug,coronary artery disease,disease,treated_by
gemfibrozil,drug,hypertriglyceridemia,disease,treated_by
gemfibrozil,drug,familial hyperlipidemia,disease,treated_by
isoflurophate,drug,glaucoma,disease,treated_by
isoflurophate,drug,mechanical strabismus,disease,treated_by
6-thioguanine,drug,acute myeloid leukemia,disease,treated_by
desoximetasone,drug,inflammation,disease,treated_by
desoximetasone,drug,psoriasis,disease,treated_by
desoximetasone,drug,facial dermatosis,disease,treated_by
desoximetasone,drug,scalp dermatosis,disease,treated_by
desoximetasone,drug,leg dermatosis,disease,treated_by
desoximetasone,drug,hand dermatosis,disease,treated_by
natalizumab,drug,multiple sclerosis,disease,treated_by
natalizumab,drug,relapsing-remitting multiple sclerosis,disease,treated_by
natalizumab,drug,secondary progressive multiple sclerosis,disease,treated_by
(rs)-meclizine,drug,motion sickness,disease,treated_by
(rs)-meclizine,drug,central nervous system origin vertigo,disease,treated_by
furosemide,drug,arterial hypertension,disease,treated_by
furosemide,drug,liver cirrhosis,disease,treated_by
furosemide,drug,heart disease,disease,treated_by
furosemide,drug,anasarka,disease,treated_by
furosemide,drug,nephrotic syndrome,disease,treated_by
furosemide,drug,anuria,disease,treated_by
furosemide,drug,chronic renal insufficiency,disease,treated_by
furosemide,drug,japanese encephalitis,disease,treated_by
furosemide,drug,pulmonary edema,disease,treated_by
furosemide,drug,liver disease,disease,treated_by
furosemide,drug,hemorrhagic fever with renal syndrome,disease,treated_by
furosemide,drug,congestive heart failure,disease,treated_by
obinutuzumab,drug,mantle cell lymphoma,disease,treated_by
obinutuzumab,drug,chronic lymphocytic leukemia,disease,treated_by
obinutuzumab,drug,non-hodgkin lymphoma,disease,treated_by
obinutuzumab,drug,diffuse large b-cell lymphoma,disease,treated_by
obinutuzumab,drug,b-cell lymphoma,disease,treated_by
agomelatine,drug,major depressive disorder,disease,treated_by
(±)-deprenyl,drug,parkinson's disease,disease,treated_by
(±)-deprenyl,drug,attention deficit hyperactivity disorder,disease,treated_by
(±)-deprenyl,drug,early-onset alzheimer's disease,disease,treated_by
(±)-deprenyl,drug,neurotic disorder,disease,treated_by
chorionic gonadotropin,drug,infertility,disease,treated_by
sodium hypochlorite,drug,tinea pedis,disease,treated_by
phenobarbital,drug,epilepsy,disease,treated_by
phenobarbital,drug,febrile seizure,disease,treated_by
phenobarbital,drug,sleep disorder,disease,treated_by
phenobarbital,drug,bilirubin metabolic disorder,disease,treated_by
phenobarbital,drug,status epilepticus,disease,treated_by
phenobarbital,drug,cholestasis,disease,treated_by
phenobarbital,drug,tonic–clonic seizure,disease,treated_by
phenobarbital,drug,focal epilepsy,disease,treated_by
phenobarbital,drug,benign neonatal seizures,disease,treated_by
theophylline,drug,asthma,disease,treated_by
theophylline,drug,pulmonary emphysema,disease,treated_by
theophylline,drug,acute bronchitis,disease,treated_by
l-menthol,drug,pain,disease,treated_by
l-menthol,drug,skin disease,disease,treated_by
linoleic acid,drug,nutrition disorder,disease,treated_by
sodium fluoride,drug,dental caries,disease,treated_by
oxycodone,drug,pain,disease,treated_by
oxycodone,drug,injury,disease,treated_by
oxycodone,drug,substance abuse,disease,treated_by
fentanyl,drug,pain,disease,treated_by
fentanyl,drug,migraine,disease,treated_by
fentanyl,drug,peripheral neuropathy,disease,treated_by
fentanyl,drug,complex regional pain syndrome,disease,treated_by
fentanyl,drug,substance abuse,disease,treated_by
fentanyl,drug,osteoarthritis susceptibility 1,disease,treated_by
magnesium hydroxide,drug,peptic ulcer disease,disease,treated_by
magnesium hydroxide,drug,constipation,disease,treated_by
magnesium hydroxide,drug,gastroesophageal reflux disease,disease,treated_by
magnesium hydroxide,drug,duodenal ulcer,disease,treated_by
magnesium hydroxide,drug,heartburn,disease,treated_by
magnesium hydroxide,drug,indigestion,disease,treated_by
magnesium hydroxide,drug,chronic renal insufficiency,disease,treated_by
magnesium hydroxide,drug,hematochezia,disease,treated_by
magnesium hydroxide,drug,peptic esophagitis,disease,treated_by
magnesium hydroxide,drug,gastric ulcer,disease,treated_by
magnesium hydroxide,drug,hydrogen fluoride exposure,disease,treated_by
tramadol,drug,pain,disease,treated_by
sertraline,drug,anxiety,disease,treated_by
sertraline,drug,asperger syndrome,disease,treated_by
sertraline,drug,obsessive-compulsive disorder,disease,treated_by
sertraline,drug,post-traumatic stress disorder,disease,treated_by
sertraline,drug,social anxiety disorder,disease,treated_by
sertraline,drug,eating disorder,disease,treated_by
sertraline,drug,anxiety disorder,disease,treated_by
sertraline,drug,panic disorder,disease,treated_by
sertraline,drug,generalized anxiety disorder,disease,treated_by
sertraline,drug,postpartum depression,disease,treated_by
sertraline,drug,neurotic disorder,disease,treated_by
d-(-)-mannitol,drug,anuria,disease,treated_by
d-(-)-mannitol,drug,japanese encephalitis,disease,treated_by
d-(-)-mannitol,drug,oliguria,disease,treated_by
d-(-)-mannitol,drug,cerebral edema,disease,treated_by
d-(-)-mannitol,drug,ocular hypertension,disease,treated_by
nalbuphine,drug,pain,disease,treats
mefenamic acid,drug,pain,disease,treats
hydromorphone,drug,pain,disease,treats
etidocaine,drug,pain,disease,treats
valdecoxib,drug,pain,disease,treats
dihydrocodeine,drug,pain,disease,treats
l-menthol,drug,pain,disease,treats
oxycodone,drug,pain,disease,treats
fentanyl,drug,pain,disease,treats
tramadol,drug,pain,disease,treats
buprenorphine,drug,pain,disease,treats
celecoxib,drug,pain,disease,treats
chloroethane,drug,pain,disease,treats
(rs)-ketoprofen,drug,pain,disease,treats
indomethacin,drug,pain,disease,treats
gabapentin,drug,pain,disease,treats
rofecoxib,drug,pain,disease,treats
hydrocodone,drug,pain,disease,treats
methocarbamol,drug,pain,disease,treats
dexmedetomidine,drug,pain,disease,treats
prilocaine,drug,pain,disease,treats
antipyrine,drug,pain,disease,treats
(-)-pentazocine,drug,pain,disease,treats
mepivacaine,drug,pain,disease,treats
cidoxepin,drug,pain,disease,treats
carisoprodol,drug,pain,disease,treats
